"id","Coreness"
"001012",0.012458392418921
"001022",0.06048209965229
"001032",0.03339284285903
"001042",0.034334994852543
"001052",0.004450228065252
"001062",0.024914022535086
"001072",0.015435747802258
"001082",0.011898220516741
"001092",0.050380423665047
"001102",0.181045681238174
"001112",0.036943379789591
"001122",0.042925678193569
"001132",0.020698172971606
"001142",0.031285330653191
"001152",0.042715314775705
"001162",0.032858513295651
"001172",0.010452898219228
"001182",0.024118065834045
"001192",0.270700186491013
"001202",0.012533790431917
"001212",0.01975005492568
"001222",0.014920014888048
"001232",0.025663929060102
"001242",0.026913510635495
"001252",0.003806674154475
"001262",0.046498015522957
"001272",0.011778403073549
"001282",0.016740335151553
"001292",0.116705529391766
"001302",0.350280940532684
"001312",0.24245747923851
"001322",0.108522713184357
"001332",0.208650141954422
"001342",0.00341369304806
"001352",0.063984900712967
"001362",0.015424783341587
"001372",0.004215726163238
"001382",0.022832980379462
"001392",0.016664823517203
"001402",0.005340767558664
"001412",0.012578628025949
"001422",0.047996155917645
"001432",0.056947521865368
"001442",0.007183230947703
"001452",0.041495747864246
"001462",0.189564511179924
"001472",0.166826114058495
"001482",0.241008177399635
"001492",0.243320763111115
"001502",0.286444127559662
"001512",0.170332163572311
"001522",0.032280661165714
"001532",0.394307792186737
"001542",0.396046161651611
"001552",0.010901818051934
"001562",0.012749709188938
"001572",0.045743875205517
"001582",0.016538834199309
"001592",0.009920557029545
